month,day,time,light,location,intersection,atmosphere,collision,municipality,department,road,traffic,nblanes,reslane,laneprofile,plan,surface,user,sex,route,pedlocation,pedaction,pedcondition,birth,dirtraffic,catvehicle,nboccupants,obstacle,movobstacle,impact,maneuver
5.0,28.0,1720.0,1.0,1.0,1.0,1.0,1.0,329.0,420.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,1958.0,1.0,7.0,0.0,0.0,2.0,1.0,1.0
8.0,18.0,1615.0,1.0,1.0,1.0,2.0,7.0,278.0,690.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,1975.0,2.0,7.0,0.0,3.0,0.0,9.0,0.0
8.0,28.0,1015.0,1.0,2.0,3.0,1.0,1.0,81.0,940.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,1981.0,1.0,33.0,0.0,0.0,2.0,1.0,19.0
3.0,19.0,340.0,3.0,2.0,5.0,1.0,6.0,114.0,750.0,4.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1970.0,1.0,7.0,0.0,0.0,2.0,4.0,23.0
2.0,1.0,1340.0,1.0,2.0,2.0,1.0,2.0,55.0,130.0,4.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1995.0,1.0,7.0,0.0,0.0,2.0,4.0,3.0
4.0,12.0,745.0,1.0,2.0,1.0,1.0,3.0,187.0,420.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1997.0,1.0,7.0,0.0,0.0,0.0,7.0,0.0
2.0,9.0,658.0,3.0,1.0,9.0,5.0,3.0,122.0,330.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1967.0,2.0,17.0,0.0,0.0,2.0,8.0,10.0
6.0,1.0,1830.0,1.0,1.0,4.0,1.0,1.0,79.0,610.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1946.0,1.0,7.0,0.0,0.0,2.0,2.0,15.0
4.0,16.0,330.0,3.0,2.0,1.0,1.0,1.0,307.0,973.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1995.0,2.0,31.0,0.0,0.0,2.0,1.0,1.0
9.0,30.0,1830.0,1.0,1.0,1.0,1.0,7.0,101.0,350.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,2000.0,0.0,7.0,0.0,13.0,0.0,3.0,1.0
11.0,20.0,1830.0,5.0,2.0,2.0,1.0,1.0,55.0,130.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1969.0,1.0,7.0,0.0,0.0,2.0,1.0,2.0
1.0,22.0,1600.0,1.0,1.0,1.0,2.0,6.0,69.0,40.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,1982.0,2.0,7.0,0.0,2.0,0.0,1.0,1.0
10.0,5.0,1345.0,1.0,2.0,1.0,1.0,6.0,20.0,920.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1965.0,1.0,33.0,0.0,0.0,2.0,2.0,21.0
8.0,24.0,1540.0,1.0,2.0,2.0,1.0,3.0,204.0,670.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1992.0,1.0,7.0,0.0,0.0,2.0,1.0,1.0
2.0,1.0,820.0,1.0,1.0,1.0,1.0,1.0,12.0,150.0,3.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,1.0,4.0,0.0,0.0,0.0,1977.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0
9.0,1.0,1443.0,1.0,2.0,1.0,1.0,4.0,136.0,660.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1982.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0
12.0,5.0,1300.0,1.0,1.0,1.0,1.0,5.0,5.0,930.0,1.0,3.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1961.0,1.0,7.0,0.0,0.0,2.0,2.0,1.0
5.0,4.0,1830.0,1.0,2.0,1.0,1.0,2.0,99.0,490.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1967.0,2.0,7.0,0.0,0.0,2.0,1.0,1.0
3.0,19.0,725.0,1.0,2.0,1.0,1.0,6.0,540.0,760.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,1997.0,1.0,10.0,0.0,9.0,0.0,0.0,14.0
6.0,6.0,1430.0,1.0,1.0,1.0,2.0,4.0,53.0,930.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0,9.0,0.0,0.0,0.0,1994.0,2.0,7.0,0.0,0.0,2.0,4.0,2.0
3.0,3.0,1800.0,2.0,2.0,4.0,1.0,3.0,118.0,750.0,4.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1997.0,1.0,7.0,0.0,0.0,2.0,2.0,12.0
5.0,6.0,935.0,1.0,2.0,2.0,1.0,3.0,550.0,330.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1967.0,2.0,7.0,0.0,0.0,2.0,8.0,1.0
8.0,8.0,810.0,1.0,2.0,2.0,1.0,3.0,137.0,830.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2017.0,0.0,37.0,1.0,0.0,2.0,8.0,2.0
10.0,26.0,1510.0,1.0,2.0,3.0,1.0,3.0,266.0,690.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1976.0,1.0,37.0,0.0,0.0,2.0,3.0,19.0
6.0,2.0,1730.0,1.0,1.0,6.0,1.0,2.0,108.0,760.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1989.0,2.0,33.0,0.0,0.0,2.0,1.0,1.0
4.0,21.0,1450.0,1.0,1.0,1.0,1.0,4.0,193.0,380.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1995.0,2.0,7.0,0.0,0.0,2.0,4.0,1.0
7.0,10.0,1825.0,1.0,2.0,1.0,2.0,3.0,454.0,510.0,4.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,1965.0,0.0,7.0,0.0,0.0,2.0,2.0,1.0
11.0,9.0,1815.0,3.0,1.0,1.0,1.0,1.0,441.0,330.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2001.0,2.0,30.0,0.0,0.0,2.0,1.0,1.0
2.0,18.0,1330.0,1.0,2.0,1.0,1.0,7.0,415.0,974.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1969.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
1.0,9.0,648.0,5.0,1.0,1.0,2.0,2.0,18.0,940.0,1.0,3.0,5.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1983.0,1.0,7.0,0.0,0.0,2.0,1.0,2.0
7.0,11.0,117.0,3.0,1.0,1.0,1.0,2.0,140.0,180.0,1.0,3.0,4.0,0.0,2.0,3.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1940.0,2.0,7.0,0.0,0.0,2.0,6.0,2.0
1.0,1.0,1610.0,1.0,1.0,1.0,8.0,1.0,43.0,590.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,1996.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0
2.0,6.0,745.0,2.0,2.0,1.0,8.0,5.0,3.0,940.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1976.0,2.0,7.0,0.0,0.0,2.0,6.0,23.0
3.0,30.0,1930.0,1.0,2.0,5.0,1.0,2.0,116.0,750.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,1972.0,2.0,7.0,0.0,0.0,2.0,7.0,17.0
11.0,23.0,2240.0,5.0,2.0,2.0,2.0,2.0,108.0,750.0,4.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,1988.0,1.0,7.0,0.0,0.0,2.0,3.0,2.0
6.0,3.0,2250.0,5.0,2.0,1.0,1.0,3.0,501.0,590.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,2002.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0
4.0,29.0,1545.0,1.0,2.0,1.0,1.0,2.0,63.0,920.0,3.0,3.0,5.0,0.0,1.0,1.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,1988.0,2.0,7.0,0.0,0.0,2.0,4.0,2.0
4.0,21.0,1815.0,1.0,2.0,1.0,1.0,6.0,381.0,690.0,9.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1955.0,2.0,7.0,0.0,0.0,1.0,7.0,1.0
9.0,7.0,1253.0,1.0,2.0,1.0,1.0,3.0,29.0,930.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1947.0,1.0,7.0,0.0,1.0,0.0,7.0,0.0
1.0,15.0,730.0,2.0,1.0,1.0,1.0,7.0,589.0,510.0,3.0,2.0,2.0,0.0,1.0,1.0,7.0,2.0,1.0,5.0,0.0,0.0,0.0,1992.0,2.0,7.0,0.0,2.0,0.0,7.0,1.0
2.0,23.0,1600.0,1.0,1.0,1.0,1.0,6.0,506.0,670.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,1946.0,2.0,7.0,0.0,3.0,0.0,1.0,14.0
8.0,14.0,1715.0,1.0,2.0,1.0,1.0,6.0,229.0,972.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,1938.0,0.0,7.0,0.0,0.0,1.0,3.0,14.0
2.0,8.0,1915.0,3.0,2.0,5.0,1.0,6.0,115.0,750.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1971.0,2.0,7.0,0.0,0.0,1.0,2.0,1.0
9.0,23.0,125.0,5.0,2.0,1.0,1.0,6.0,17.0,940.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1987.0,1.0,7.0,0.0,4.0,0.0,1.0,1.0
10.0,19.0,2150.0,5.0,2.0,1.0,1.0,3.0,7.0,930.0,3.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1975.0,2.0,37.0,0.0,0.0,2.0,8.0,17.0
7.0,5.0,1026.0,1.0,2.0,1.0,1.0,6.0,53.0,930.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,9.0,2.0,3.0,1.0,1977.0,1.0,7.0,0.0,0.0,1.0,1.0,19.0
7.0,4.0,1659.0,1.0,2.0,1.0,1.0,6.0,238.0,350.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,9.0,3.0,1963.0,2.0,37.0,0.0,0.0,1.0,0.0,1.0
1.0,20.0,630.0,2.0,1.0,1.0,9.0,6.0,253.0,420.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,1998.0,0.0,7.0,0.0,15.0,0.0,1.0,13.0
7.0,14.0,1545.0,1.0,2.0,2.0,1.0,3.0,49.0,920.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1966.0,1.0,31.0,0.0,0.0,2.0,1.0,1.0
3.0,18.0,745.0,2.0,2.0,1.0,1.0,3.0,34.0,940.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1986.0,0.0,7.0,0.0,0.0,2.0,8.0,0.0
5.0,16.0,1520.0,1.0,2.0,1.0,1.0,2.0,194.0,580.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1973.0,0.0,7.0,0.0,0.0,2.0,4.0,2.0
9.0,24.0,905.0,1.0,2.0,1.0,1.0,7.0,209.0,972.0,4.0,1.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,1942.0,1.0,7.0,0.0,3.0,0.0,8.0,13.0
10.0,22.0,30.0,3.0,1.0,1.0,1.0,6.0,576.0,700.0,3.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,2001.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0
2.0,15.0,1125.0,1.0,1.0,1.0,1.0,5.0,112.0,750.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1984.0,2.0,7.0,0.0,0.0,2.0,4.0,2.0
3.0,28.0,1430.0,1.0,2.0,2.0,1.0,3.0,116.0,750.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1955.0,2.0,37.0,0.0,0.0,2.0,3.0,1.0
9.0,26.0,2028.0,5.0,2.0,1.0,1.0,6.0,189.0,300.0,2.0,3.0,4.0,0.0,2.0,1.0,1.0,3.0,2.0,5.0,1.0,3.0,1.0,1979.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0
11.0,28.0,1923.0,5.0,2.0,1.0,2.0,3.0,31.0,930.0,4.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1992.0,1.0,33.0,0.0,0.0,9.0,9.0,19.0
9.0,7.0,1229.0,1.0,2.0,1.0,1.0,6.0,104.0,750.0,4.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1959.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0
10.0,8.0,1115.0,1.0,1.0,1.0,1.0,6.0,260.0,640.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,3.0,3.0,1.0,1948.0,1.0,7.0,0.0,0.0,1.0,1.0,1.0
12.0,26.0,1420.0,1.0,2.0,3.0,1.0,3.0,55.0,130.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1987.0,2.0,7.0,0.0,0.0,2.0,1.0,9.0
3.0,2.0,1925.0,5.0,2.0,3.0,1.0,3.0,114.0,750.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,1952.0,1.0,7.0,0.0,0.0,2.0,3.0,15.0
3.0,22.0,1140.0,1.0,1.0,1.0,1.0,2.0,23.0,920.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1985.0,2.0,7.0,0.0,0.0,2.0,4.0,0.0
5.0,28.0,1730.0,1.0,2.0,1.0,1.0,3.0,44.0,940.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2005.0,1.0,7.0,0.0,0.0,2.0,3.0,0.0
12.0,21.0,1020.0,1.0,2.0,1.0,1.0,7.0,102.0,640.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,1943.0,0.0,37.0,5.0,0.0,0.0,0.0,0.0
10.0,17.0,700.0,5.0,2.0,1.0,8.0,6.0,293.0,590.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,3.0,1.0,1951.0,1.0,7.0,0.0,0.0,1.0,2.0,1.0
1.0,1.0,1035.0,1.0,2.0,1.0,1.0,2.0,388.0,690.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1942.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
11.0,25.0,1058.0,1.0,2.0,6.0,1.0,4.0,278.0,220.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1962.0,1.0,7.0,0.0,0.0,2.0,1.0,0.0
2.0,25.0,245.0,5.0,2.0,1.0,1.0,6.0,220.0,140.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,1993.0,1.0,7.0,0.0,1.0,0.0,9.0,1.0
7.0,5.0,1445.0,1.0,1.0,1.0,1.0,2.0,15.0,130.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1984.0,2.0,14.0,0.0,0.0,2.0,1.0,7.0
3.0,2.0,1040.0,1.0,1.0,1.0,1.0,2.0,104.0,850.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,1966.0,2.0,1.0,0.0,5.0,0.0,4.0,2.0
3.0,12.0,1850.0,2.0,1.0,1.0,1.0,1.0,96.0,230.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1995.0,1.0,7.0,0.0,0.0,2.0,1.0,1.0
12.0,13.0,1915.0,5.0,2.0,7.0,2.0,6.0,107.0,750.0,4.0,1.0,2.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,1.0,1965.0,1.0,7.0,0.0,0.0,1.0,0.0,16.0
6.0,25.0,930.0,1.0,1.0,1.0,1.0,6.0,30.0,370.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,2000.0,1.0,7.0,0.0,13.0,0.0,2.0,1.0
10.0,29.0,1920.0,3.0,1.0,1.0,1.0,4.0,106.0,130.0,1.0,1.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1968.0,1.0,7.0,0.0,0.0,2.0,8.0,1.0
1.0,19.0,931.0,1.0,1.0,1.0,1.0,2.0,3.0,790.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1987.0,1.0,7.0,0.0,3.0,2.0,2.0,2.0
10.0,13.0,1820.0,1.0,2.0,1.0,1.0,6.0,382.0,690.0,9.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1991.0,2.0,33.0,0.0,0.0,2.0,3.0,7.0
8.0,29.0,236.0,5.0,2.0,1.0,1.0,3.0,88.0,60.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,1986.0,1.0,31.0,0.0,15.0,2.0,1.0,17.0
2.0,20.0,1545.0,1.0,1.0,1.0,1.0,6.0,416.0,974.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1982.0,2.0,7.0,0.0,4.0,0.0,1.0,13.0
9.0,23.0,1855.0,1.0,2.0,1.0,1.0,3.0,21.0,800.0,4.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,9.0,0.0,0.0,0.0,1971.0,0.0,7.0,0.0,0.0,2.0,8.0,1.0
7.0,3.0,1610.0,1.0,2.0,1.0,1.0,6.0,512.0,590.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,2012.0,1.0,3.0,0.0,0.0,1.0,1.0,15.0
11.0,17.0,650.0,5.0,2.0,3.0,3.0,3.0,19.0,940.0,4.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,1974.0,2.0,10.0,0.0,0.0,2.0,1.0,1.0
10.0,29.0,530.0,5.0,2.0,1.0,8.0,6.0,18.0,940.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1991.0,2.0,7.0,0.0,1.0,0.0,1.0,15.0
4.0,8.0,415.0,5.0,2.0,1.0,1.0,6.0,512.0,590.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,2000.0,0.0,7.0,0.0,9.0,0.0,1.0,2.0
12.0,26.0,1831.0,5.0,1.0,2.0,2.0,3.0,46.0,450.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1965.0,1.0,14.0,0.0,13.0,2.0,3.0,1.0
6.0,22.0,840.0,1.0,1.0,1.0,1.0,4.0,423.0,780.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1971.0,2.0,33.0,0.0,0.0,2.0,1.0,21.0
1.0,7.0,2130.0,5.0,2.0,3.0,1.0,3.0,555.0,310.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1973.0,1.0,2.0,0.0,0.0,2.0,3.0,18.0
7.0,27.0,1016.0,1.0,2.0,6.0,2.0,6.0,75.0,870.0,4.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,1998.0,1.0,30.0,0.0,0.0,0.0,7.0,16.0
3.0,12.0,515.0,3.0,1.0,1.0,1.0,7.0,240.0,340.0,1.0,0.0,4.0,0.0,2.0,3.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,1997.0,2.0,7.0,0.0,4.0,0.0,2.0,1.0
9.0,27.0,1520.0,1.0,2.0,2.0,1.0,7.0,129.0,500.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,2001.0,0.0,37.0,0.0,0.0,1.0,2.0,1.0
3.0,26.0,1810.0,1.0,2.0,3.0,1.0,3.0,70.0,830.0,4.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,1965.0,0.0,10.0,0.0,0.0,2.0,3.0,15.0
6.0,24.0,2300.0,5.0,2.0,1.0,1.0,2.0,46.0,940.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,2001.0,2.0,31.0,0.0,0.0,2.0,1.0,7.0
2.0,18.0,1815.0,2.0,1.0,1.0,1.0,1.0,272.0,340.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1995.0,0.0,7.0,0.0,0.0,2.0,3.0,1.0
7.0,5.0,825.0,1.0,2.0,7.0,1.0,3.0,118.0,750.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1976.0,1.0,1.0,0.0,0.0,2.0,8.0,7.0
11.0,1.0,1840.0,5.0,2.0,1.0,1.0,6.0,19.0,290.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,1.0,2.0,2000.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0
10.0,3.0,1320.0,1.0,2.0,3.0,1.0,3.0,275.0,270.0,9.0,,,,,,,1.0,2.0,0.0,0.0,0.0,0.0,1946.0,0.0,7.0,0.0,0.0,2.0,2.0,1.0
12.0,22.0,1815.0,5.0,2.0,1.0,1.0,6.0,155.0,340.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1963.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0
9.0,16.0,147.0,3.0,2.0,1.0,1.0,6.0,66.0,600.0,4.0,2.0,2.0,0.0,4.0,0.0,4.0,1.0,2.0,5.0,0.0,0.0,0.0,1989.0,0.0,7.0,0.0,6.0,0.0,1.0,1.0
3.0,23.0,450.0,3.0,1.0,1.0,1.0,7.0,287.0,680.0,3.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1972.0,2.0,7.0,0.0,0.0,0.0,9.0,21.0
6.0,15.0,1140.0,1.0,2.0,2.0,1.0,3.0,445.0,640.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,1969.0,1.0,7.0,0.0,0.0,2.0,3.0,15.0
12.0,21.0,845.0,1.0,1.0,1.0,2.0,2.0,238.0,350.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,1985.0,1.0,7.0,0.0,0.0,2.0,1.0,2.0
12.0,11.0,910.0,1.0,2.0,1.0,3.0,6.0,71.0,130.0,3.0,2.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,3.0,3.0,1.0,1937.0,1.0,7.0,0.0,0.0,1.0,1.0,1.0
10.0,15.0,1210.0,1.0,1.0,1.0,1.0,2.0,130.0,530.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,1938.0,1.0,7.0,0.0,0.0,2.0,4.0,2.0
11.0,17.0,2112.0,3.0,2.0,4.0,1.0,3.0,105.0,270.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1955.0,1.0,7.0,0.0,0.0,2.0,7.0,15.0
7.0,11.0,2020.0,1.0,2.0,1.0,1.0,3.0,55.0,130.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1960.0,1.0,31.0,0.0,0.0,2.0,3.0,21.0
8.0,30.0,1740.0,1.0,1.0,2.0,1.0,7.0,215.0,470.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1991.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0
10.0,7.0,1300.0,1.0,2.0,1.0,1.0,7.0,191.0,850.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1946.0,2.0,1.0,0.0,0.0,2.0,3.0,13.0
12.0,6.0,1745.0,5.0,2.0,1.0,1.0,6.0,498.0,760.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,1.0,1953.0,1.0,7.0,0.0,0.0,1.0,3.0,1.0
12.0,3.0,1750.0,4.0,2.0,3.0,1.0,6.0,24.0,920.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,4.0,3.0,1.0,1965.0,1.0,7.0,0.0,0.0,1.0,1.0,15.0
12.0,16.0,705.0,5.0,1.0,1.0,1.0,5.0,217.0,780.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1984.0,2.0,7.0,0.0,0.0,2.0,5.0,23.0
10.0,13.0,1410.0,1.0,1.0,1.0,1.0,3.0,175.0,680.0,3.0,2.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1955.0,2.0,33.0,0.0,0.0,0.0,7.0,17.0
